Win,Score,Spread,Top,Bottom,Tcon,Bcon,Twin,Bwin,Tloss,Bloss,Trpi,Brpi,Tbpi_o,Bbpi_o,Tbpi_n,Bbpi_n,Tbpi_r,Bbpi_r,Tken_o,Bken_o,Tken_n,Bken_n,Tken_r,Bken_r,Toff,Boff,Tdef,Bdef,Tsos,Bsos,T12,B12,Tvs50,Bvs50,Tw50,Bw50,Tl50,Bl50,Tvs150,Bvs150,Tw150,Bw150,Tl150,Bl150,Tstr,Bstr,This,Bhis,Tseed,Bseed
0,-16,-2,Seton Hall,Gonzaga,0.5608,0.4953,25,26,8,7,0.6034,0.5766,79.1,80.3,0,0,28,23,0.8674,0.8609,0,0,26,28,110.7,114.6,94,97.8,0.5624,0.5235,10,10,9,-1,6,2,3,5,11,16,11,16,0,0,7,7,4.474,230,6,11
1,11,8.5,Utah,Fresno St,0.5776,0.5122,26,25,8,9,0.633,0.5641,78.5,62.8,0,0,30,106,0.8547,0.6595,0,0,29,105,113.7,106.2,97.5,100.3,0.5939,0.5124,9,11,15,1,11,2,7,3,6,24,6,14,0,2,9,9,142.818,4.224,3,14
0,-19,-1,Dayton,Syracuse,0.5361,0.5714,25,19,7,13,0.6046,0.5643,75.6,75.9,0,0,40,39,0.7806,0.8111,0,0,54,41,104.7,109.4,93.8,96.4,0.5573,0.5621,8,6,2,4,3,5,4,6,17,15,12,10,1,1,9,6,286.097,167.323,7,10
0,-9,16.5,Michigan St,Middle Tennessee St,0.5515,0.4729,29,24,5,9,0.6272,0.5562,88.3,56.9,0,0,4,136,0.945,0.5926,0,0,3,124,121.3,102.2,94.8,99,0.5575,0.5023,11,9,12,-2,8,0,4,2,13,37,8,7,1,6,13,6,455,14.293,2,15
1,20,25,Villanova,Mount St Mary's,0.5715,0.434,31,19,3,15,0.6651,0.5089,0,0,20.7,-2.1,1,207,0,0,30.72,-3.94,2,212,122.7,98.9,92,103.2,0.5802,0.4808,11,9,22,-6,12,0,2,6,7,48,7,18,0,6,14,8,355,13.197,1,16
1,10,5.5,Wisconsin,Virginia Tech,0.5669,0.5816,25,22,9,10,0.5932,0.582,0,0,14.7,9,21,50,0,0,22.24,14.86,23,43,113.6,117.4,91.3,102.5,0.5479,0.5503,6,7,3,2,5,5,7,8,9,9,9,9,0,0,9,8,430,3.866,8,9
1,5,7.5,Virginia,UNC Wilmington,0.5816,0.5077,22,29,10,5,0.6165,0.6024,0,0,18.3,7.4,4,61,0,0,26.57,12.42,7,59,113.7,117.8,87,105.4,0.5968,0.5148,6,9,4,-1,6,0,8,1,4,22,4,17,0,1,7,9,210,42.25,5,12
1,15,9.5,Florida,East Tennessee St,0.5579,0.4919,24,27,8,7,0.6391,0.5709,0,0,17.6,6.1,8,74,0,0,26.32,11.53,9,64,115.9,108,89.5,96.5,0.5934,0.4932,9,10,4,-2,6,0,8,2,7,24,7,19,0,1,9,6,103.788,5.352,4,13
0,-1,7,SMU,USC,0.5272,0.5527,30,24,4,9,0.631,0.5878,0,0,15.5,7.6,16,59,0,0,25.31,12.08,11,61,120.1,112.5,94.8,100.2,0.5404,0.5446,12,7,1,-2,2,2,3,6,11,15,11,15,0,0,16,14,19.793,21.813,6,11
1,18,11,Baylor,New Mexico St,0.575,0.4848,25,28,7,5,0.6373,0.5676,0,0,15.3,3.8,17,98,0,0,25.08,7.51,12,87,117.3,110,92.3,102.7,0.594,0.4714,6,9,14,0,9,0,4,0,8,24,8,19,0,1,15,20,90,90,3,14
1,20,0,South Carolina,Marquette,0.5579,0.5715,22,19,10,12,0.5866,0.5655,0,0,9.5,11.2,43,29,0,0,16.92,17.51,30,29,105.5,121,88.5,103.4,0.5623,0.5602,6,6,1,7,3,7,5,7,6,8,6,8,0,0,8,5,5.31,4.705,7,10
1,22,19.5,Duke,Troy,0.5816,0.4973,27,22,8,14,0.6453,0.5101,0,0,18,2.1,6,127,0,0,24.99,2.65,13,130,121,109.9,95.9,107.3,0.5979,0.4757,9,10,20,0,13,1,6,2,8,53,8,13,0,8,10,6,330,2.905,2,15
1,20,23,Gonzaga,South Dakota St,0.5253,0.4855,32,18,1,16,0.6438,0.508,0,0,19.6,-1,2,188,0,0,33.03,-1.33,1,187,120.7,110.8,87.6,112.1,0.5402,0.5002,11,9,12,-1,6,0,0,1,14,47,14,12,0,7,29,6,320,43.245,1,16
1,2,-2,Northwestern,Vanderbilt,0.5669,0.5579,23,19,11,15,0.5781,0.5909,0,0,9.2,10,46,39,0,0,15.47,16.19,38,34,111.2,112.3,95.7,96.1,0.5552,0.6105,5,8,2,4,5,6,8,8,11,9,11,4,0,1,9,4,4.755,5.071,8,9
1,2,5.5,Notre Dame,Princeton,0.5816,0.4806,25,23,9,6,0.6087,0.5836,0,0,14.4,8.4,22,54,0,0,21.04,12.48,25,58,118.9,109.4,97.8,96.9,0.5732,0.5028,8,12,8,-1,8,0,8,1,9,21,9,16,0,1,9,19,335.938,6.034,5,12
1,6,13,West Virginia,Bucknell,0.575,0.4738,26,26,8,8,0.605,0.5635,0,0,17.8,4.9,7,85,0,0,26.9,8.76,5,80,116.5,109.1,89.7,100.3,0.5555,0.4891,8,10,8,-1,6,1,4,3,16,28,11,23,1,1,8,7,106.03,4.937,4,13
0,-11,2,Maryland,Xavier,0.5669,0.5715,24,21,8,13,0.5963,0.5926,0,0,9.1,10.4,49,35,0,0,14.9,15.21,43,40,113.6,114.8,98.8,99.5,0.5619,0.587,6,5,6,-1,5,4,4,9,7,6,7,6,0,0,7,7,186.063,155,6,11
1,6,12,Florida St,Florida Gulf Coast,0.5816,0.4603,25,26,8,7,0.6307,0.5431,0,0,14.7,5.3,20,80,0,0,22.65,5,19,110,116.7,109.5,94,104.5,0.5835,0.4719,7,11,18,-1,11,1,4,3,7,29,7,19,0,2,12,7,5.121,63.257,3,14
1,8,4,St Mary's,VCU,0.5253,0.5263,28,26,4,8,0.6214,0.6098,0,0,16.4,10,12,40,0,0,24.62,14.52,14,47,119,110,94.3,95.7,0.5434,0.5563,10,9,0,2,2,3,4,4,15,14,15,9,0,1,9,9,6.661,125,7,10
1,18,18,Arizona,North Dakota,0.5527,0.4474,30,22,4,9,0.6547,0.515,0,0,14,1.2,24,146,0,0,22.48,-0.27,21,172,117.6,102.9,94.8,103.2,0.5817,0.4482,10,10,8,0,6,0,4,0,8,46,8,16,0,6,15,6,205,3.861,2,15
1,38,22.5,Kansas,UC Davis,0.575,0.447,28,22,4,12,0.6525,0.5025,0,0,16.8,-2.3,10,210,0,0,26.01,-4.76,10,217,120.8,97.9,94.9,102.6,0.5811,0.4411,10,9,14,0,8,0,2,0,8,57,8,17,0,8,18,4,190,4.391,1,16
0,-20,1.5,Miami,Michigan St,0.5816,0.5669,21,19,11,14,0.5873,0.5785,0,0,11.3,9.4,28,44,0,0,16.89,15,31,42,110.4,110.6,93.4,95.6,0.5684,0.5907,7,7,-2,3,4,6,10,9,9,5,9,5,0,0,7,4,123.004,265,8,9
1,11,6,Iowa St,Nevada,0.575,0.522,23,28,10,6,0.6101,0.6007,0,0,14.1,9.1,23,48,0,0,23.17,13.49,17,54,119.6,114.5,96.4,101.2,0.5813,0.5196,10,10,7,-1,7,0,7,1,14,19,9,14,1,1,6,9,180,4.335,5,12
1,10,8.5,Purdue,Vermont,0.5669,0.4766,25,29,7,5,0.6126,0.584,0,0,16.8,8.9,11,51,0,0,24.18,11.9,15,62,116.9,110.8,92.7,98.9,0.5583,0.4911,9,12,9,-2,7,0,5,2,8,19,8,19,0,0,7,22,50.938,5.585,4,13
0,-12,-2,Creighton,Rhode Island,0.5715,0.5263,25,24,9,9,0.6031,0.5989,0,0,11.9,10.8,27,33,0,0,19.55,15.72,27,36,115.6,110.7,96,95,0.5676,0.5569,6,10,7,3,6,3,5,3,7,15,7,10,0,1,13,8,33.558,5.119,6,11
1,16,15.5,Oregon,Iona,0.5527,0.4911,29,22,5,12,0.6426,0.5419,0,0,16.3,1.8,13,137,0,0,23.46,3.93,16,118,117.7,110.2,93.9,106.2,0.5683,0.499,10,8,5,0,4,1,3,2,8,45,8,15,0,6,17,6,240,43.562,3,14
1,1,2.5,Michigan,Oklahoma St,0.5669,0.575,24,20,11,12,0.6044,0.5878,0,0,15.3,12.1,18,26,0,0,22.62,22.14,20,24,121.6,124.8,99,102.7,0.5789,0.5847,10,8,6,-4,7,3,8,10,8,13,8,8,0,1,5,5,141.5,51.5,7,10
1,15,18.5,Louisville,Jacksonville St,0.5816,0.4694,24,20,8,14,0.645,0.5085,0,0,18.2,-0.4,5,174,0,0,26.62,0.59,6,158,117.1,105.4,90.4,104.8,0.6087,0.4692,8,7,6,-1,7,0,8,1,4,61,4,16,0,9,6,4,197.968,2.839,2,15
1,39,26.5,North Carolina,Texas Southern,0.5816,0.4109,27,23,7,11,0.6469,0.5306,0,0,19.5,-0.5,3,178,0,0,27.91,-3.68,3,208,122.1,103.6,94.1,107.3,0.5901,0.4475,8,11,15,-5,10,0,5,5,6,37,6,22,0,3,7,9,370,42.182,1,16
1,6,0,Arkansas,Seton Hall,0.5579,0.5715,25,21,9,11,0.6015,0.5863,0,0,9.2,8.5,47,53,0,0,15.55,13.87,37,52,116.6,109.8,101,95.9,0.5611,0.5636,8,8,1,1,4,4,7,7,15,9,10,9,1,0,8,6,63.294,22.548,8,9
0,-9,-1.5,Minnesota,Middle Tennesse St,0.5669,0.471,24,30,9,4,0.6109,0.5953,0,0,10,9.3,38,45,0,0,16.6,14.65,33,46,109.5,111.6,93,97,0.5809,0.5013,9,11,9,3,8,2,7,1,5,30,5,20,0,2,8,10,3.984,103.038,5,12
