Win,Score,Top,Bottom,Tcon,Bcon,Twin,Bwin,Tloss,Bloss,Trpi,Brpi,Tbpi_o,Bbpi_o,Tbpi_n,Bbpi_n,Tbpi_r,Bbpi_r,Tken_o,Bken_o,Tken_n,Bken_n,Tken_r,Bken_r,Toff,Boff,Tdef,Bdef,Tsos,Bsos,T12,B12,Tvs50,Bvs50,Tw50,Bw50,Tl50,Bl50,Tvs150,Bvs150,Tw150,Bw150,Tl150,Bl150,Tstr,Bstr,This,Bhis,Tseed,Bseed
1,12,Florida,Albany,.5494,.4401,32,18,2,14,.6701,.4898,90.6,46.7,0,0,2,196,.9476,.4582,0,0,3,177,117.1,101.7,87.9,103.1,.5944,.4497,12,8,18,-1,10,0,2,1,8,60,8,15,0,9,26,3,410.000,42.676,1,16
0,-29,Colorado,Pitt,.5695,.5573,23,25,11,9,.5964,.5875,73.8,84.1,0,0,51,13,.7502,.8841,0,0,64,18,106.1,116.3,95.3,95.6,.5761,.5563,7,7,2,-2,5,2,8,6,11,11,11,11,0,0,10,10,116.235,31.548,8,9
0,-2,VCU,Stephen F Austin,.5565,.4497,26,31,8,2,.6220,.5688,83.1,67.7,0,0,18,73,.8972,.7642,0,0,12,59,108.6,112.2,87.3,100.3,.5715,.4463,8,12,5,-1,5,0,5,1,13,28,13,23,0,1,6,28,295.000,6.491,5,12
1,17,UCLA,Tulsa,.5695,.4974,26,21,8,12,.6202,.5589,83.4,65.8,0,0,16,83,.8885,.7430,0,0,16,68,117.8,105.4,96.5,94.7,.5794,.5316,9,11,9,-1,7,1,5,3,12,35,7,15,1,4,8,11,61.727,4.893,4,13
0,-1,Ohio St,Dayton,.5713,.5565,25,23,9,10,.6079,.5824,83.2,74.0,0,0,17,47,.8828,.7834,0,0,19,53,107.5,113.9,87.7,100.6,.5777,.5539,8,10,8,2,6,4,4,6,5,21,5,11,0,2,15,6,365.000,5.234,6,11
1,24,Syracuse,Western Michigan,.5573,.5085,27,23,5,9,.6204,.5591,84.1,59.2,0,0,14,119,.8926,.6182,0,0,15,113,113.4,107.2,93.3,101.8,.5537,.5060,7,11,12,-1,7,1,2,3,18,29,8,14,2,3,25,8,375.000,4.985,3,14
0,-5,New Mexico,Stanford,.5266,.5695,27,21,6,12,.6187,.5835,80.4,76.5,0,0,27,36,.8570,.8182,0,0,28,37,113.2,113.0,95.7,98.1,.5648,.5771,10,7,1,1,2,5,3,9,10,9,10,9,0,0,6,4,121.257,5.311,7,10
1,11,Kansas,Eastern Kentucky,.5812,.4593,24,24,9,9,.6560,.5367,87.5,56.3,0,0,5,139,.9108,.5777,0,0,9,129,118.7,111.8,96.4,108.5,.6344,.4720,8,10,17,-2,12,0,7,2,3,32,3,17,0,3,7,7,360.000,5.325,2,15
1,11,Virginia,Coastal Carolina,.5573,.4442,28,21,6,12,.6333,.4854,86.8,47.1,0,0,6,191,.9419,.3551,0,0,4,232,114.8,96.9,87.4,102.0,.5740,.4476,11,9,6,-1,5,0,4,1,9,53,9,18,0,7,13,5,33.661,5.417,1,16
1,5,Memphis,George Washington,.5451,.5565,23,24,9,8,.5952,.6012,74.5,76.4,0,0,43,38,.8020,.8017,0,0,45,46,110.6,110.0,96.7,96.4,.5627,.5488,7,7,1,4,4,4,7,4,15,12,15,12,0,0,6,6,115.000,3.798,8,9
0,-4,Cincinnati,Harvard,.5451,.4817,27,26,6,4,.6123,.5782,80.6,76.4,0,0,24,37,.8701,.8390,0,0,24,33,108.2,111.7,89.8,95.5,.5520,.4797,8,11,7,-2,6,0,5,2,15,20,15,15,0,1,15,9,165.000,131.533,5,12
1,15,Michigan St,Delaware,.5713,.4901,26,25,8,9,.6156,.5591,84.9,62.9,0,0,9,97,.9038,.6367,0,0,10,105,118.1,111.4,95.7,105.6,.5796,.4907,7,10,8,-3,7,0,6,3,7,24,7,19,0,1,11,13,200.000,4.894,4,13
1,2,North Carolina,Providence,.5573,.5645,23,23,9,11,.6061,.5822,79.2,74.1,0,0,29,46,.8646,.8115,0,0,26,40,111.7,115.4,94.1,100.1,.5760,.5586,10,7,5,-2,5,2,5,6,12,6,7,6,1,0,12,6,265.000,4.624,6,11
1,18,Iowa St,NC Central,.5812,.4253,26,28,7,5,.6344,.5351,84.1,62.9,0,0,12,98,.8758,.7189,0,0,23,78,117.3,107.9,96.8,98.6,.5814,.4188,9,12,11,-2,8,0,5,2,8,34,8,24,0,2,14,20,161.000,4.432,3,14
1,8,UCONN,St Josephs,.5451,.5565,26,24,8,9,.6087,.5944,79.7,73.3,0,0,28,55,.8688,.7935,0,0,25,49,110.1,110.6,91.8,97.2,.5693,.5594,9,9,10,7,7,6,4,5,13,16,13,11,0,1,9,6,212.667,4.681,7,10
1,20,Villanova,Milwaukee,.5645,.4936,28,21,4,13,.6406,.5171,86.4,54.0,0,0,7,148,.9196,.4890,0,0,6,163,117.3,104.6,92.8,104.8,.5678,.4797,10,8,9,-1,6,0,3,1,6,56,6,16,0,8,11,5,61.200,3.970,2,15
1,9,Arizona,Weber St,.5695,.4549,30,19,4,11,.6664,.5069,91.2,52.5,0,0,1,157,.9540,.4782,0,0,1,169,113.4,105.8,85.8,106.2,.5965,.4647,9,8,20,-2,11,0,2,2,8,51,8,16,0,7,21,6,241.971,6.712,1,16
1,8,Gonzaga,Oklahoma St,.5330,.5812,28,21,6,12,.6114,.5804,80.5,83.0,0,0,25,19,.8804,.8780,0,0,20,22,112.0,114.9,92.5,94.8,.5428,.5692,9,5,1,-2,2,4,3,10,15,6,15,6,0,0,7,7,130.000,22.540,8,9
0,-5,Oklahoma,North Dakota St,.5812,.4867,23,25,9,6,.6041,.5928,80.4,70.1,0,0,26,64,.8538,.7713,0,0,29,55,118.0,115.9,99.3,102.9,.5792,.5182,7,11,9,-2,7,0,5,2,8,16,8,11,0,1,7,9,43.007,5.434,5,12
1,4,San Diego St,New Mexico St,.5266,.4676,29,25,4,9,.6170,.5565,81.3,66.5,0,0,22,77,.8787,.7325,0,0,21,72,108.6,112.7,89.4,102.4,.5402,.4892,9,10,4,-1,3,1,2,3,11,40,11,20,0,4,20,7,145.000,70.970,4,13
1,14,Baylor,Nebraska,.5812,.5713,22,19,11,12,.5987,.5775,76.5,71.5,0,0,35,57,.8492,.7977,0,0,31,48,118.3,109.0,101.5,94.8,.5893,.5696,10,9,8,1,8,4,8,7,8,11,8,6,0,1,6,5,138.648,4.206,6,11
1,10,Creighton,Louisiana-Lafayette,.5645,.4815,26,20,7,11,.6280,.5429,83.8,58.5,0,0,15,123,.9121,.6106,0,0,8,115,124.1,110.2,102.2,105.7,.5757,.4966,8,10,12,-2,8,0,4,2,5,36,5,16,0,4,10,6,141.179,4.041,3,14
1,19,Oregon,BYU,.5695,.5330,23,23,9,11,.6040,.5961,82.3,74.8,0,0,20,42,.8524,.7919,0,0,30,50,118.1,114.1,100.0,100.6,.5763,.5727,9,10,7,0,8,3,9,6,8,27,8,12,0,3,13,6,163.195,92.667,7,10
1,40,Wisconsin,American U,.5713,.4757,26,20,7,12,.6382,.5197,84.7,56.7,0,0,11,137,.9000,.6636,0,0,11,96,119.6,103.4,98.0,96.4,.5986,.4763,9,7,10,-1,7,0,4,1,4,50,4,15,0,7,16,11,170.000,23.208,2,15
1,27,Wichita St,Cal Poly,.5129,.4676,34,13,0,19,.6437,.4783,88.4,47.5,0,0,3,190,.9391,.4697,0,0,5,173,118.3,103.5,90.9,104.0,.5446,.5092,12,5,6,-4,3,0,0,4,13,47,13,7,0,8,34,3,296.568,4.958,1,16
1,7,Kentucky,Kansas St,.5494,.5812,24,20,10,12,.6173,.5745,84.9,73.9,0,0,10,49,.8844,.8041,0,0,17,44,116.0,108.6,95.4,94.4,.5966,.5706,7,6,2,6,4,7,6,8,6,14,6,9,0,1,5,10,332.545,100.000,8,9
1,3,St Louis,NCST,.5565,.5573,26,21,6,13,.6057,.5707,78.7,69.7,0,0,30,66,.8286,.7462,0,0,34,66,104.7,114.1,89.5,103.1,.5490,.5678,8,7,6,-3,5,3,4,9,19,10,14,10,1,0,18,7,135.774,140.968,5,12
1,7,Louisville,Manhattan,.5451,.4884,29,25,5,7,.6125,.5640,88.2,67.0,0,0,4,74,.9515,.7434,0,0,2,67,118.3,106.3,88.8,95.8,.5455,.4920,11,11,3,-1,4,0,5,1,16,30,16,15,0,3,7,8,460.000,3.967,4,13
0,-19,UMass,Tennessee,.5565,.5494,24,21,8,12,.6116,.5835,78.1,78.6,0,0,32,31,.7859,.8968,0,0,52,13,109.2,114.0,95.9,93.1,.5662,.5733,7,7,10,0,7,3,4,6,16,7,11,7,1,0,10,5,5.733,24.101,6,11
0,-7,Duke,Mercer,.5573,.4626,26,26,8,8,.6346,.5504,85.3,62.4,0,0,8,103,.9126,.6578,0,0,7,99,123.6,107.9,100.8,100.8,.5907,.4772,9,9,8,-2,6,0,4,2,9,44,9,19,0,5,5,8,185.000,5.567,3,14
1,2,Texas,Arizona St,.5812,.5695,23,21,10,11,.5918,.5810,74.2,75.7,0,0,45,39,.8137,.8009,0,0,39,47,110.1,109.1,95.6,94.7,.5647,.5594,6,6,4,2,6,4,8,6,8,8,8,8,0,0,7,6,61.882,4.256,7,10
1,17,Michigan,Wofford,.5713,.4382,25,20,8,12,.6276,.5032,80.8,49.8,0,0,23,174,.8938,.4484,0,0,15,184,123.3,100.8,100.8,102.5,.5911,.4633,9,10,15,-3,10,0,5,3,5,37,5,17,0,4,10,9,340.000,4.772,2,15
1,23,Kentucky,Hampton,.5557,.4287,34,16,0,17,.6780,.4579,95.3,34.3,0,0,1,288,.9787,.3131,0,0,1,250,119.7,95.6,85.8,102.3,.5704,.4361,12,8,22,-1,11,0,0,1,9,71,9,16,0,11,34,4,461.909,4.405,1,16
1,1,Cincinnati,Purdue,.5264,.5666,22,21,10,12,.5828,.5677,73.0,74.5,0,0,45,39,.8242,.7825,0,0,34,49,106.7,108.5,93.3,97.1,.5516,.5520,7,8,9,2,6,4,3,6,26,14,11,9,3,1,5,4,120.000,53.287,8,9
1,6,West Virginia,Buffalo,.5882,.5170,23,23,9,9,.6042,.5961,79.4,71.3,0,0,22,55,.8539,.7759,0,0,25,54,111.2,109.8,95.4,98.5,.5678,.5409,6,9,6,-2,7,0,8,2,10,18,10,13,0,1,7,8,23.279,5.146,5,12
1,3,Maryland,Valparaiso,.5666,.4939,27,28,6,5,.6262,.5714,78.2,67.7,0,0,27,72,.8289,.7499,0,0,33,63,108.5,103.8,94.6,94.3,.5595,.4750,9,10,6,0,5,0,4,0,12,38,12,18,0,4,8,7,5.161,33.451,4,13
1,8,Butler,Texas,.5728,.5882,22,20,10,13,.5932,.5787,79.3,78.8,0,0,23,25,.8624,.8725,0,0,23,20,107.5,110.3,91.7,93.3,.5672,.5801,8,6,4,-6,6,3,8,12,7,9,7,9,0,0,5,7,63.029,101.412,6,11
1,4,Notre Dame,Northeastern,.5679,.4844,29,23,5,11,.6160,.5434,84.2,58.4,0,0,9,123,.9127,.5980,0,0,10,120,122.2,106.0,99.7,102.4,.5428,.4885,9,9,11,0,7,0,3,0,12,53,12,18,0,7,11,4,26.875,4.096,3,14
1,5,Wichita St,Indiana,.5134,.5666,28,20,4,13,.6155,.5652,83.3,72.9,0,0,13,46,.9044,.7762,0,0,14,49,113.0,116.6,92.9,104.7,.5245,.5683,10,4,2,-1,2,4,2,9,15,9,15,9,0,0,9,4,240.000,122.125,7,10
1,19,Kansas,New Mexico St,.5882,.4326,26,23,8,10,.6687,.5333,86.4,62.7,0,0,8,97,.9111,.6674,0,0,11,88,110.8,104.1,90.5,97.9,.6261,.4759,7,12,17,-3,12,0,7,3,2,38,2,18,0,4,8,13,240.000,90.000,2,15
1,14,Wisconsin,Coastal Carolina,.5666,.4653,31,24,3,9,.6678,.5188,91.8,57.4,0,0,2,126,.9615,.5371,0,0,3,148,124.7,103.5,94.3,102.2,.5838,.4506,11,9,16,-1,9,0,2,1,10,35,5,15,1,4,10,6,295.000,42.674,1,16
1,6,Oregon,Oklahoma St,.5551,.5882,25,18,9,13,.5977,.5716,72.9,72.9,0,0,47,48,.7973,.8141,0,0,46,37,113.3,109.4,100.6,96.2,.5621,.5792,10,5,1,3,3,6,5,9,13,11,8,6,1,1,7,7,201.412,55.909,8,9
1,3,Arkansas,Wofford,.5557,.4653,26,28,8,6,.6123,.5744,79.9,64.0,0,0,21,92,.8416,.6617,0,0,29,90,113.0,103.3,97.7,97.5,.5622,.4815,9,11,5,0,4,1,3,2,11,27,11,22,0,1,7,8,5.494,42.370,5,12
1,2,North Carolina,Harvard,.5679,.4974,24,22,11,7,.6273,.5697,83.7,65.7,0,0,10,81,.9019,.7058,0,0,16,78,115.3,102.0,95.0,94.6,.6153,.5046,7,10,4,-1,7,0,10,1,6,36,6,16,0,4,6,8,210.000,195.000,4,13
1,19,Xavier,Ole Miss,.5728,.5557,21,20,13,12,.5948,.5654,77.4,75.3,0,0,28,36,.8518,.7996,0,0,26,44,111.9,112.9,96.1,100.1,.5900,.5548,7,7,9,1,8,3,7,5,10,13,5,8,1,1,5,6,101.645,78.480,6,11
0,-1,Baylor,Georgia St,.5882,.4796,24,24,9,9,.6299,.5695,81.1,65.9,0,0,19,79,.9038,.7345,0,0,15,71,114.8,108.4,94.5,99.2,.6012,.4998,8,10,9,-3,8,0,7,3,6,31,6,16,0,3,6,5,321.865,5.726,3,14
0,-3,VCU,Ohio St,.5320,.5666,26,23,9,10,.6198,.5798,78.4,82.2,0,0,26,17,.8400,.8680,0,0,30,21,108.1,111.6,93.6,94.7,.5822,.5474,8,7,7,-5,6,1,5,7,10,11,10,11,0,0,12,5,130.000,250.000,7,10
1,21,Arizona,Texas Southern,.5551,.4133,31,22,3,12,.6631,.5251,91.0,45.5,0,0,3,211,.9674,.4111,0,0,2,207,116.0,101.7,86.4,104.9,.5710,.4543,11,11,18,-1,9,1,0,3,7,35,7,20,0,3,12,11,246.314,22.554,2,15
1,41,Villanova,Lafayette,.5728,.4879,32,20,2,12,.6691,.5228,90.4,48.4,0,0,6,185,.9571,.4284,0,0,5,195,120.8,110.3,92.2,113.1,.5709,.4890,12,8,25,-2,13,0,1,2,8,46,8,16,0,6,15,4,70.800,3.935,1,16
1,1,NCST,LSU,.5679,.5557,20,22,13,10,.5799,.5658,74.8,73.9,0,0,37,41,.8111,.8006,0,0,38,43,111.5,106.8,98.2,94.7,.5883,.5352,7,6,0,4,4,3,8,2,11,16,6,6,1,2,6,8,155.000,5.283,8,9
1,17,Northern Iowa,Wyoming,.5134,.5131,30,25,3,9,.6222,.5588,83.3,61.9,0,0,14,102,.9080,.6373,0,0,12,102,113.8,101.8,93.2,97.0,.5164,.4993,11,7,4,7,3,5,2,3,17,28,17,13,0,3,16,7,4.991,5.219,5,12
1,2,Louisville,UC Irvine,.5679,.4981,24,21,8,12,.6089,.5421,82.3,62.3,0,0,16,99,.8756,.6560,0,0,18,94,105.9,103.9,89.4,98.3,.5725,.5045,7,8,-1,-2,3,0,7,2,8,34,8,14,0,4,11,6,450.000,5.081,4,13
0,-13,Providence,Dayton,.5728,.5320,22,25,11,8,.6077,.5920,76.6,76.7,0,0,33,32,.8458,.8057,0,0,28,40,110.7,107.2,95.5,94.7,.5930,.5272,6,8,4,-1,6,1,8,3,14,17,4,12,2,1,6,8,42.613,222.857,6,11
1,9,Oklahoma,Albany,.5882,.4535,22,24,10,8,.6145,.5352,83.5,57.0,0,0,11,128,.9150,.5678,0,0,9,132,109.3,104.1,88.9,101.6,.5862,.4573,9,11,18,-1,12,0,6,1,8,41,8,21,0,4,5,13,50.968,91.118,3,14
1,7,Michigan St,Georgia,.5666,.5557,23,21,11,11,.6070,.5820,81.1,77.3,0,0,18,29,.8786,.8178,0,0,17,36,114.1,107.0,96.1,93.9,.5901,.5626,8,7,1,-5,4,0,7,5,11,6,6,6,1,0,4,6,310.000,4.697,7,10
1,12,Virginia,Belmont,.5679,.4657,29,22,3,10,.6560,.5324,90.9,54.1,0,0,4,151,.9587,.5363,0,0,4,149,112.2,107.9,85.4,106.5,.5729,.4704,10,9,13,-2,8,0,3,2,8,49,8,19,0,6,19,7,101.971,52.889,2,15
1,29,Duke,Robert Morris,.5679,.4618,29,19,4,14,.6613,.5013,87.8,47.3,0,0,7,193,.9395,.4629,0,0,7,173,122.0,101.0,96.1,102.4,.5874,.4760,11,8,19,-3,11,0,3,3,7,53,7,18,0,7,14,6,110.000,5.946,1,16
1,12,San Diego St,St Johns,.5131,.5728,26,21,8,11,.6011,.5772,73.3,72.3,0,0,42,51,.8468,.8019,0,0,27,42,102.4,108.1,88.3,95.7,.5438,.5712,9,8,3,0,4,3,5,6,18,12,13,7,1,1,5,7,190.000,4.782,8,9
1,7,Utah,Stephen F Austin,.5551,.4555,23,29,8,4,.6142,.5920,83.3,71.9,0,0,12,53,.9275,.8183,0,0,8,35,113.0,113.0,90.6,99.1,.5639,.4939,8,11,-1,-3,3,0,7,3,9,26,9,21,0,1,7,19,4.296,103.781,5,12
1,10,Georgetown,Eastern Washington,.5728,.4607,21,26,10,8,.6036,.5557,79.9,55.8,0,0,20,137,.8670,.5618,0,0,22,136,110.3,110.0,93.7,107.7,.5883,.4788,7,9,-2,-1,4,0,10,1,8,27,8,17,0,2,4,6,17.182,3.841,4,13
0,-1,SMU,UCLA,.5264,.5551,27,20,6,13,.6270,.5719,79.2,73.0,0,0,24,44,.8734,.8056,0,0,19,41,112.3,110.2,94.9,97.4,.5629,.5676,10,8,6,-4,5,2,4,8,12,9,12,9,0,0,8,4,5.138,136.152,6,11
0,-1,Iowa St,UAB,.5882,.4924,25,19,8,15,.6353,.5198,83.3,56.2,0,0,15,134,.9047,.5979,0,0,13,121,118.9,103.8,97.7,100.3,.5907,.5210,9,8,21,-1,13,1,5,3,12,35,7,10,1,5,7,3,235.000,4.745,3,14
1,31,Iowa,Davidson,.5666,.5320,21,24,11,7,.5782,.5866,75.4,76.7,0,0,35,31,.8595,.8320,0,0,24,32,111.1,118.5,94.9,103.1,.5656,.5226,8,10,2,0,4,2,6,4,9,18,9,13,0,1,6,10,23.002,52.424,7,10
1,10,Gonzaga,North Dakota St,.5221,.4757,32,23,2,9,.6430,.5392,90.4,50.7,0,0,5,166,.9440,.5258,0,0,6,151,119.4,101.0,93.4,100.1,.5437,.4605,11,10,10,-2,6,0,2,2,16,38,16,18,0,4,22,5,135.000,103.214,2,15
1,26,Kansas,Austin Peay,.5884,.4740,30,18,4,17,.6683,.4886,87.9,41.8,0,0,5,227,.9503,.3818,0,0,1,212,118.9,104.4,92.0,108.9,.6022,.4815,12,9,27,-1,15,0,3,1,12,48,7,13,1,7,14,6,110.000,2.783,1,16
0,-7,Colorado,UCONN,.5776,.5350,22,24,11,10,.5855,.5853,74.9,79.6,0,0,45,26,.7788,.8677,0,0,55,25,106.6,110.4,95.5,93.7,.5645,.5570,6,8,-1,1,4,3,9,5,10,12,10,12,0,0,11,5,36.882,288.619,8,9
1,5,Maryland,South Dakota St,.5515,.5129,25,26,8,7,.6147,.5885,81.7,68.0,0,0,20,80,.8725,.7209,0,0,23,80,113.8,109.1,96.3,100.5,.5677,.5107,7,10,4,-1,5,0,6,1,13,23,8,13,1,2,9,6,62.910,24.524,5,12
0,-11,California,Hawaii,.5776,.4912,23,27,10,5,.6127,.5508,81.3,69.5,0,0,21,67,.8767,.7635,0,0,21,61,111.3,107.0,93.8,96.6,.5852,.4733,9,10,8,-2,8,0,8,2,8,22,8,17,0,1,7,8,33.982,5.512,4,13
0,-10,Arizona,Wichita St,.5776,.4978,25,24,8,8,.5968,.5760,84.4,79.7,0,0,13,25,.8927,.9005,0,0,16,12,116.1,108.9,96.5,89.9,.5469,.5252,9,9,3,-1,5,1,7,3,8,13,8,13,0,0,8,12,335.000,295.000,6,11
1,7,Miami,Buffalo,.5714,.5179,25,20,7,14,.6333,.5476,83.6,58.5,0,0,15,125,.8971,.5727,0,0,13,131,117.2,105.1,97.1,102.5,.5822,.5377,9,7,11,-5,7,1,3,7,8,27,8,12,0,3,8,4,54.177,42.789,3,14
1,2,Iowa,Temple,.5515,.5350,21,21,10,11,.5914,.5677,81.3,68.4,0,0,22,76,.8832,.7030,0,0,20,86,114.4,105.1,95.9,97.5,.5669,.5461,5,9,3,4,5,5,7,6,8,18,8,13,0,1,9,5,96.316,53.682,7,10
1,30,Villanova,UNC Ashville,.5608,.4639,29,22,5,11,.6455,.5179,88.8,61.0,0,0,3,110,.9352,.6194,0,0,5,116,117.2,102.5,93.0,98.2,.5854,.4721,10,8,9,-1,7,0,5,1,9,51,9,16,0,7,9,5,70.000,4.529,2,15
1,39,Oregon,Holy Cross,.5776,.4648,28,14,6,19,.6560,.4552,83.5,32.8,0,0,16,288,.9123,.2702,0,0,9,268,119.4,97.0,97.4,105.8,.6001,.4537,10,5,21,-1,12,0,3,1,5,94,5,14,0,16,8,4,220.000,4.431,1,16
1,2,St Josephs,Cincinnati,.5361,.5350,27,22,7,10,.6059,.5780,75.6,79.2,0,0,41,27,.8159,.8414,0,0,37,31,112.9,107.7,99.2,93.1,.5549,.5470,9,8,4,4,4,4,4,4,17,14,12,14,1,0,7,7,32.802,115.000,8,9
0,-4,Baylor,Yale,.5884,.4897,22,22,12,6,.5974,.5792,77.7,72.3,0,0,32,55,.8705,.8132,0,0,24,38,116.9,108.0,99.0,95.0,.5949,.4948,5,11,-1,-2,5,1,11,4,10,16,10,16,0,0,7,12,106.243,5.380,5,12
1,8,Duke,UNC Wilmington,.5714,.5231,23,25,10,7,.6059,.5765,84.5,68.1,0,0,11,79,.8715,.7290,0,0,22,74,119.3,109.4,100.7,100.4,.5897,.5121,8,10,5,0,6,0,7,0,7,27,7,12,0,3,7,11,360.000,3.760,4,13
0,-3,Texas,Northern Iowa,.5884,.4978,20,22,12,12,.5949,.5603,76.3,64.5,0,0,37,97,.8487,.7240,0,0,30,76,111.5,107.5,96.0,97.2,.5988,.5334,7,11,5,7,7,4,9,1,11,35,6,10,1,5,6,6,100.941,82.715,6,11
1,27,Texas A&M,Green Bay,.5495,.4800,26,23,8,12,.6070,.5280,83.3,58.6,0,0,17,123,.8923,.6190,0,0,17,117,112.6,107.7,93.7,103.2,.5570,.4808,8,9,9,1,5,2,1,3,9,31,9,16,0,3,10,4,5.225,6.290,3,14
0,-8,Oregon St,VCU,.5776,.5361,19,24,12,10,.5900,.5844,71.1,78.5,0,0,62,29,.7691,.8259,0,0,60,35,109.7,108.8,98.4,95.0,.5877,.5524,7,7,1,-1,5,2,9,5,5,22,5,12,0,2,4,12,4.569,75.000,7,10
1,14,Oklahoma,CSU Bakersfield,.5884,.4589,25,24,7,8,.6370,.5262,86.3,60.4,0,0,6,112,.9199,.6902,0,0,7,95,115.4,102.3,93.3,95.4,.5874,.4472,7,10,14,-1,10,0,6,1,9,29,9,19,0,2,12,6,155.000,3.849,2,15
1,16,North Carolina,Florida Gulf Coast,.5714,.4491,28,20,6,13,.6420,.4735,90.3,48.2,0,0,1,189,.9407,.4686,0,0,4,174,119.5,102.7,94.0,103.8,.5774,.4565,9,7,5,-2,5,0,5,2,7,56,7,16,0,8,12,7,220.000,84.552,1,16
0,-1,USC,Providence,.5776,.5608,21,23,12,10,.5765,.5830,75.0,74.5,0,0,44,47,.7946,.7991,0,0,49,46,112.4,107.9,99.9,95.7,.5679,.5571,5,6,2,-3,5,2,8,7,8,16,8,11,0,1,7,8,3.406,51.118,8,9
1,25,Indiana,Chattanooga ,.5515,.4820,25,29,7,5,.5992,.5739,82.2,65.5,0,0,19,92,.8959,.6557,0,0,14,107,119.0,105.1,98.7,99.4,.5379,.4807,8,10,9,1,6,1,3,1,16,35,11,20,1,3,12,9,81.594,5.199,5,12
1,28,Kentucky,Stony Brook,.5495,.4685,26,26,8,6,.6273,.5665,84.8,64.4,0,0,10,98,.9198,.6979,0,0,8,91,122.3,105.8,98.9,98.4,.5745,.4819,10,10,4,1,3,1,2,1,11,23,6,18,1,1,7,18,441.273,6.173,4,13
1,7,Notre Dame,Michigan,.5714,.5515,21,22,11,12,.5874,.5711,77.2,71.9,0,0,33,57,.8131,.7778,0,0,39,56,117.8,112.7,103.7,101.0,.5725,.5596,7,5,5,-3,5,4,5,11,10,11,10,11,0,0,4,6,191.406,272.000,6,11
0,-14,West Virginia,Stephen F Austin,.5884,.4396,26,27,8,5,.6257,.5640,85.7,68.8,0,0,7,70,.9236,.8378,0,0,6,33,114.8,110.4,92.4,95.7,.5859,.4718,8,12,11,-1,9,0,7,1,10,25,10,20,0,1,8,20,142.358,116.688,3,14
1,4,Wisconsin,Pittsburgh,.5515,.5714,20,21,12,11,.5817,.5757,76.4,75.1,0,0,36,42,.8390,.8024,0,0,32,45,110.0,112.7,95.3,99.8,.5814,.5703,9,5,4,-3,5,2,6,7,20,9,5,9,3,0,7,10,415.000,87.235,7,10
1,18,Xavier,Weber St,.5608,.4537,27,26,5,8,.6341,.5341,84.1,57.6,0,0,14,129,.8946,.5717,0,0,15,132,115.8,102.6,96.2,100.0,.5745,.4532,9,10,11,1,7,1,3,1,10,50,10,20,0,6,12,8,156.097,33.355,2,15
1,36,Virginia,Hampton,.5714,.4200,26,21,7,10,.6532,.5045,89.2,39.3,0,0,2,243,.9482,.3639,0,0,2,222,118.3,99.9,91.9,104.8,.6005,.4376,9,10,15,-3,9,0,3,3,6,39,6,19,0,4,11,6,101.314,62.645,1,16
0,-10,Texas Tech,Butler,.5884,.5608,19,21,12,10,.5863,.5733,74.5,76.2,0,0,46,35,.8096,.8129,0,0,42,40,113.5,115.6,100.1,101.8,.5894,.5461,7,8,3,0,6,4,9,8,15,11,10,11,1,0,10,8,3.647,121.355,8,9
0,-2,Purdue,Arkansas-Little Rock,.5515,.4864,26,29,8,4,.6134,.5797,84.5,71.5,0,0,12,61,.9078,.7978,0,0,10,47,115.3,108.3,94.5,96.1,.5654,.4745,8,10,3,1,4,1,5,1,10,31,10,21,0,2,11,10,42.347,4.146,5,12
1,13,Iowa St,Iona,.5884,.4814,21,22,11,10,.6031,.5500,83.0,63.3,0,0,18,104,.8919,.7310,0,0,18,73,120.5,110.4,100.3,101.2,.5896,.5033,5,11,4,-3,7,0,10,3,7,22,7,17,0,1,9,8,140.000,24.971,4,13
0,-16,Seton Hall,Gonzaga,.5608,.4953,25,26,8,7,.6034,.5766,79.1,80.3,0,0,28,23,.8674,.8609,0,0,26,28,110.7,114.6,94.0,97.8,.5624,.5235,10,10,9,-1,6,2,3,5,11,16,11,16,0,0,7,7,4.474,230.000,6,11
1,11,Utah,Fresno St,.5776,.5122,26,25,8,9,.6330,.5641,78.5,62.8,0,0,30,106,.8547,.6595,0,0,29,105,113.7,106.2,97.5,100.3,.5939,.5124,9,11,15,1,11,2,7,3,6,24,6,14,0,2,9,9,142.818,4.224,3,14
0,-19,Dayton,Syracuse,.5361,.5714,25,19,7,13,.6046,.5643,75.6,75.9,0,0,40,39,.7806,.8111,0,0,54,41,104.7,109.4,93.8,96.4,.5573,.5621,8,6,2,4,3,5,4,6,17,15,12,10,1,1,9,6,286.097,167.323,7,10
0,-9,Michigan St,Middle Tennessee St,.5515,.4729,29,24,5,9,.6272,.5562,88.3,56.9,0,0,4,136,.9450,.5926,0,0,3,124,121.3,102.2,94.8,99.0,.5575,.5023,11,9,12,-2,8,0,4,2,13,37,8,7,1,6,13,6,455.000,14.293,2,15
1,20,Villanova,Mount St Mary's,.5715,.4340,31,19,3,15,.6651,.5089,0,0,20.7,-2.1,1,207,0,0,30.72,-3.94,2,212,122.7,98.9,92,103.2,.5802,.4808,11,9,22,-6,12,0,2,6,7,48,7,18,0,6,14,8,355.000,13.197,1,16
